target_slug,target,kind,crop_slug,crop,product_slug,product,klass,reg_no,reg_until,norm_raw,dose_per_10l,method,wait_days,max_treatments,hazard_bees,page
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,tomat,томат,mival-agro,Мивал-Агро,регулятор роста,467-07-1697-1,30.01.2028,"0,15 г/ 3 лводы","0,5 г","Опрыскивание растений: 1-е – в фазе полных всходов (после прорывки рассады), 2-е - в фазе бутонизация – начало цветения 1-ой кисти",,2,III,1667
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,tomat,томат,novosil,Новосил,регулятор роста,128-07-4761-1,22.12.2034,"0,5 мл/л воды",5 мл,"Опрыскивание растений: 1-е – в фазе цветения 1-ой кисти, 2-ое – в фазе цветения 2-ой кисти, 3-е – в фазе цветения 3-ей кисти.",,3,III,1773
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,tomat,томат,obepeg,ОбеpeгЪ,регулятор роста,033-07-1377-1,26.02.2027,"0,6 мл/3 лводы",2 мл,"Опрыскивание: 1-е - в начале фазы бутонизации, 2-е - в период цветения второй кисти",,2,III,1465
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,tomat,томат,obepeg,ОбеpeгЪ,регулятор роста,033-07-1377-1,26.02.2027,"0,02 мл/100 мл воды",2 мл,Замачивание семян перед посевом на 1 час,,1,III,1466
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,tomat,томат,plantarel,Плантарел,регулятор роста,734-07-3223-1,14.07.2031,1 мл/100 мл воды,100 мл,Замачивание семян перед посевом,,1,III,1618
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,tomat,томат,plantarel,Плантарел,регулятор роста,734-07-3223-1,14.07.2031,5-10 мл/ 10 лводы,5–10 мл,"Опрыскивание растений: 1-е - в фазе 3-4 пар настоящих листьев, 2-е - в фазе бутонизации, 3-е - в фазе налива плодов",,3,III,1618
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,tomat,томат,prorostok,Проросток,регулятор роста,033-07-1375-1,26.02.2027,"0,2 мл/ 100 мл воды",20 мл,Замачивание семян перед посевом на 1 час,,1,III,1472
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,tomat,томат,regular,Регулар,регулятор роста,427(175)-07-1711-1,30.01.2028,"0,5 г/лводы",5 г,Опрыскивание растений в фазе 3-4 листьев,,1,II,1558
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,tomat,томат,rutamon,Рутамон,регулятор роста,778-07-3842-1,25.10.2032,"0,1 мл/лводы",1 мл,"Опрыскивание растений: 1-е - после высадки рассады в грунт, 2-е – в фазе массового цветения, 3-е - через 7-10 дней после второго опрыскивания",,2,III,1447
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,tomat,томат,silatsin-krp,"Силацин, КРП",регулятор роста,324-07-2045-1,05.11.2028,1 табл. /200 мл воды,50 табл,Замачивание семян перед посевом на 30-40 мин,,1,III,1796
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,tomat,томат,hefk,ХЭФК,регулятор роста,018-07-5000-1,07.06.2033,2-3 мл/лводы,20–30 мл,Опрыскивание растений в период начала массового созревания (в фазе молочной спелости плодов),5,1,III,1804
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,tomat,томат,tsveten,Цветень,регулятор роста,012-07-9886-1,05.04.2036,5 г/3 лводы,"16,7 г","Опрыскивание растений: 1-е - в начале цветения 1-ой кисти, 2-е - в начале цветения 2-ой кисти, 3-е - в начале цветения 3-ей кисти.",,3,III,1643
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,tomat,томат,ekogel-ekstra,Экогель экстра,регулятор роста,074-07-3127-1,26.04.2031,25 мл/лводы,250 мл,Замачивание семян перед посевом на 12 часов,,1,III,1622
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,tomat,томат,ekogel-ekstra,Экогель экстра,регулятор роста,074-07-3127-1,26.04.2031,10 мл/лводы,100 мл,"Опрыскивание растений: 1-е - за 7 дней до высадки рассады в грунт, 2-е - через 14 дней после пересадки, 3-е - через 30 дней после второго опрыскивания",,3,III,1622
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,tomat,томат,ekogel-ekstra,Экогель экстра,регулятор роста,074-07-3127-1,26.04.2031,15 мл/лводы,150 мл,"Полив растений под корень: 1-й при высадке рассады, 2-й, 3-й",,3,III,1622
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,tomat,томат,ekopin,Экопин,регулятор роста,012-07-2246-1,27.05.2029,2 г/л воды,20 г,Замачивание семян перед посевом на 3 часа,,1,III,1626
