regulation_id,target_slug,target,kind,latin
5570,gnil,гниль (общее),болезнь,
5571,bakterioz,бактериоз,болезнь,Xanthomonas campestris pv. cucurbitae (Bryan) Dye
5571,vershinnaya-gnil,вершинная гниль,болезнь,
5571,pyatnistost,пятнистость (общее),болезнь,Phyllosticta mali Prill. & Delacr.
5572,stolbur,столбур,болезнь,Stolbur of
5573,stolbur,столбур,болезнь,Stolbur of
5574,stolbur,столбур,болезнь,Stolbur of
5575,fitoftoroz,фитофтороз,болезнь,Phytophthora infestans de Bary A.
5576,fitoftoroz,фитофтороз,болезнь,Phytophthora infestans de Bary A.
5577,peronosporoz,пероноспороз,болезнь,Pseudoperonospora cubensis (Berk. & M.A. Curtis) Rostovzev.
5578,fitoftoroz,фитофтороз,болезнь,Phytophthora infestans de Bary A.
5579,fitoftoroz,фитофтороз,болезнь,Phytophthora infestans de Bary A.
5580,peronosporoz,пероноспороз,болезнь,Pseudoperonospora cubensis (Berk. & M.A. Curtis) Rostovzev.
5581,alternarioz,альтернариоз,болезнь,Alternaria solani Sorauer.
5581,fitoftoroz,фитофтороз,болезнь,Phytophthora infestans de Bary A.
5582,alternarioz,альтернариоз,болезнь,Alternaria solani Sorauer.
5582,fitoftoroz,фитофтороз,болезнь,Phytophthora infestans de Bary A.
5583,mildyu,милдью,болезнь,
5584,peronosporoz,пероноспороз,болезнь,Pseudoperonospora cubensis (Berk. & M.A. Curtis) Rostovzev.
5585,mildyu,милдью,болезнь,
5586,fitoftoroz,фитофтороз,болезнь,Phytophthora infestans de Bary A.
5587,fitoftoroz,фитофтороз,болезнь,Phytophthora infestans de Bary A.
5588,fitoftoroz,фитофтороз,болезнь,Phytophthora infestans de Bary A.
5589,fitoftoroz,фитофтороз,болезнь,Phytophthora infestans de Bary A.
5590,alternarioz,альтернариоз,болезнь,Alternaria solani Sorauer.
5590,fitoftoroz,фитофтороз,болезнь,Phytophthora infestans de Bary A.
5591,alternarioz,альтернариоз,болезнь,Alternaria solani Sorauer.
5591,fitoftoroz,фитофтороз,болезнь,Phytophthora infestans de Bary A.
5592,mildyu,милдью,болезнь,
5593,alternarioz,альтернариоз,болезнь,Alternaria solani Sorauer.
5593,fitoftoroz,фитофтороз,болезнь,Phytophthora infestans de Bary A.
5594,alternarioz,альтернариоз,болезнь,Alternaria solani Sorauer.
5594,fitoftoroz,фитофтороз,болезнь,Phytophthora infestans de Bary A.
5595,mildyu,милдью,болезнь,
5596,alternarioz,альтернариоз,болезнь,Alternaria solani Sorauer.
5596,fitoftoroz,фитофтороз,болезнь,Phytophthora infestans de Bary A.
5597,mildyu,милдью,болезнь,
5598,alternarioz,альтернариоз,болезнь,Alternaria solani Sorauer.
5598,fitoftoroz,фитофтороз,болезнь,Phytophthora infestans de Bary A.
5599,alternarioz,альтернариоз,болезнь,Alternaria solani Sorauer.
5599,fitoftoroz,фитофтороз,болезнь,Phytophthora infestans de Bary A.
5600,gnil,гниль (общее),болезнь,
5600,mildyu,милдью,болезнь,
5600,chernaya-pyatnistost,черная пятнистость,болезнь,
5601,alternarioz,альтернариоз,болезнь,Alternaria solani Sorauer.
5601,fitoftoroz,фитофтороз,болезнь,Phytophthora infestans de Bary A.
5602,alternarioz,альтернариоз,болезнь,Alternaria solani Sorauer.
5602,fitoftoroz,фитофтороз,болезнь,Phytophthora infestans de Bary A.
5603,mildyu,милдью,болезнь,
5604,alternarioz,альтернариоз,болезнь,Alternaria solani Sorauer.
5604,fitoftoroz,фитофтороз,болезнь,Phytophthora infestans de Bary A.
5605,mildyu,милдью,болезнь,
5606,alternarioz,альтернариоз,болезнь,Alternaria solani Sorauer.
5606,fitoftoroz,фитофтороз,болезнь,Phytophthora infestans de Bary A.
5607,alternarioz,альтернариоз,болезнь,Alternaria solani Sorauer.
5607,fitoftoroz,фитофтороз,болезнь,Phytophthora infestans de Bary A.
5608,mildyu,милдью,болезнь,
5609,alternarioz,альтернариоз,болезнь,Alternaria solani Sorauer.
5609,fitoftoroz,фитофтороз,болезнь,Phytophthora infestans de Bary A.
5610,alternarioz,альтернариоз,болезнь,Alternaria solani Sorauer.
5610,fitoftoroz,фитофтороз,болезнь,Phytophthora infestans de Bary A.
5611,mildyu,милдью,болезнь,
5612,fitoftoroz,фитофтороз,болезнь,Phytophthora infestans de Bary A.
5613,alternarioz,альтернариоз,болезнь,Alternaria solani Sorauer.
5613,fitoftoroz,фитофтороз,болезнь,Phytophthora infestans de Bary A.
5614,peronosporoz,пероноспороз,болезнь,Pseudoperonospora cubensis (Berk. & M.A. Curtis) Rostovzev.
5615,mildyu,милдью,болезнь,
5616,alternarioz,альтернариоз,болезнь,Alternaria solani Sorauer.
5616,fitoftoroz,фитофтороз,болезнь,Phytophthora infestans de Bary A.
5617,mildyu,милдью,болезнь,
5618,alternarioz,альтернариоз,болезнь,Alternaria solani Sorauer.
5618,fitoftoroz,фитофтороз,болезнь,Phytophthora infestans de Bary A.
5619,peronosporoz,пероноспороз,болезнь,Pseudoperonospora cubensis (Berk. & M.A. Curtis) Rostovzev.
5620,alternarioz,альтернариоз,болезнь,Alternaria solani Sorauer.
5620,fitoftoroz,фитофтороз,болезнь,Phytophthora infestans de Bary A.
5621,peronosporoz,пероноспороз,болезнь,Pseudoperonospora cubensis (Berk. & M.A. Curtis) Rostovzev.
5622,alternarioz,альтернариоз,болезнь,Alternaria solani Sorauer.
5622,fitoftoroz,фитофтороз,болезнь,Phytophthora infestans de Bary A.
5623,alternarioz,альтернариоз,болезнь,Alternaria solani Sorauer.
5623,fitoftoroz,фитофтороз,болезнь,Phytophthora infestans de Bary A.
5624,mildyu,милдью,болезнь,
5625,alternarioz,альтернариоз,болезнь,Alternaria solani Sorauer.
5625,fitoftoroz,фитофтороз,болезнь,Phytophthora infestans de Bary A.
5626,peronosporoz,пероноспороз,болезнь,Pseudoperonospora cubensis (Berk. & M.A. Curtis) Rostovzev.
5627,mildyu,милдью,болезнь,
5628,peronosporoz,пероноспороз,болезнь,Pseudoperonospora cubensis (Berk. & M.A. Curtis) Rostovzev.
5629,alternarioz,альтернариоз,болезнь,Alternaria solani Sorauer.
5629,fitoftoroz,фитофтороз,болезнь,Phytophthora infestans de Bary A.
5630,alternarioz,альтернариоз,болезнь,Alternaria solani Sorauer.
5630,fitoftoroz,фитофтороз,болезнь,Phytophthora infestans de Bary A.
5631,mildyu,милдью,болезнь,
5632,alternarioz,альтернариоз,болезнь,Alternaria solani Sorauer.
5632,fitoftoroz,фитофтороз,болезнь,Phytophthora infestans de Bary A.
5633,mildyu,милдью,болезнь,
5634,alternarioz,альтернариоз,болезнь,Alternaria solani Sorauer.
5634,fitoftoroz,фитофтороз,болезнь,Phytophthora infestans de Bary A.
5635,peronosporoz,пероноспороз,болезнь,Pseudoperonospora cubensis (Berk. & M.A. Curtis) Rostovzev.
5636,mildyu,милдью,болезнь,
5637,alternarioz,альтернариоз,болезнь,Alternaria solani Sorauer.
5637,fitoftoroz,фитофтороз,болезнь,Phytophthora infestans de Bary A.
5638,mildyu,милдью,болезнь,
5639,alternarioz,альтернариоз,болезнь,Alternaria solani Sorauer.
5639,fitoftoroz,фитофтороз,болезнь,Phytophthora infestans de Bary A.
5640,peronosporoz,пероноспороз,болезнь,Pseudoperonospora cubensis (Berk. & M.A. Curtis) Rostovzev.
5641,alternarioz,альтернариоз,болезнь,Alternaria solani Sorauer.
5641,fitoftoroz,фитофтороз,болезнь,Phytophthora infestans de Bary A.
5642,alternarioz,альтернариоз,болезнь,Alternaria solani Sorauer.
5642,fitoftoroz,фитофтороз,болезнь,Phytophthora infestans de Bary A.
5643,mildyu,милдью,болезнь,
5644,peronosporoz,пероноспороз,болезнь,Pseudoperonospora cubensis (Berk. & M.A. Curtis) Rostovzev.
5645,peronosporoz,пероноспороз,болезнь,Pseudoperonospora cubensis (Berk. & M.A. Curtis) Rostovzev.
5646,alternarioz,альтернариоз,болезнь,Alternaria solani Sorauer.
5646,fitoftoroz,фитофтороз,болезнь,Phytophthora infestans de Bary A.
5647,alternarioz,альтернариоз,болезнь,Alternaria solani Sorauer.
5647,fitoftoroz,фитофтороз,болезнь,Phytophthora infestans de Bary A.
5648,mildyu,милдью,болезнь,
5649,peronosporoz,пероноспороз,болезнь,Pseudoperonospora cubensis (Berk. & M.A. Curtis) Rostovzev.
5650,peronosporoz,пероноспороз,болезнь,Pseudoperonospora cubensis (Berk. & M.A. Curtis) Rostovzev.
5651,alternarioz,альтернариоз,болезнь,Alternaria solani Sorauer.
5651,fitoftoroz,фитофтороз,болезнь,Phytophthora infestans de Bary A.
5652,alternarioz,альтернариоз,болезнь,Alternaria solani Sorauer.
5652,fitoftoroz,фитофтороз,болезнь,Phytophthora infestans de Bary A.
5653,alternarioz,альтернариоз,болезнь,Alternaria solani Sorauer.
5653,fitoftoroz,фитофтороз,болезнь,Phytophthora infestans de Bary A.
5654,mildyu,милдью,болезнь,
5655,alternarioz,альтернариоз,болезнь,Alternaria solani Sorauer.
5655,fitoftoroz,фитофтороз,болезнь,Phytophthora infestans de Bary A.
5656,peronosporoz,пероноспороз,болезнь,Pseudoperonospora cubensis (Berk. & M.A. Curtis) Rostovzev.
5657,alternarioz,альтернариоз,болезнь,Alternaria solani Sorauer.
5657,fitoftoroz,фитофтороз,болезнь,Phytophthora infestans de Bary A.
5658,mildyu,милдью,болезнь,
5659,peronosporoz,пероноспороз,болезнь,Pseudoperonospora cubensis (Berk. & M.A. Curtis) Rostovzev.
5660,alternarioz,альтернариоз,болезнь,Alternaria solani Sorauer.
5660,fitoftoroz,фитофтороз,болезнь,Phytophthora infestans de Bary A.
5661,mildyu,милдью,болезнь,
5662,alternarioz,альтернариоз,болезнь,Alternaria solani Sorauer.
5662,fitoftoroz,фитофтороз,болезнь,Phytophthora infestans de Bary A.
5663,peronosporoz,пероноспороз,болезнь,Pseudoperonospora cubensis (Berk. & M.A. Curtis) Rostovzev.
5664,alternarioz,альтернариоз,болезнь,Alternaria solani Sorauer.
5664,fitoftoroz,фитофтороз,болезнь,Phytophthora infestans de Bary A.
5665,mildyu,милдью,болезнь,
5666,peronosporoz,пероноспороз,болезнь,Pseudoperonospora cubensis (Berk. & M.A. Curtis) Rostovzev.
5667,alternarioz,альтернариоз,болезнь,Alternaria solani Sorauer.
5667,fitoftoroz,фитофтороз,болезнь,Phytophthora infestans de Bary A.
5668,alternarioz,альтернариоз,болезнь,Alternaria solani Sorauer.
5668,fitoftoroz,фитофтороз,болезнь,Phytophthora infestans de Bary A.
5669,peronosporoz,пероноспороз,болезнь,Pseudoperonospora cubensis (Berk. & M.A. Curtis) Rostovzev.
5670,mildyu,милдью,болезнь,
5671,muchnistaya-rosa,мучнистая роса,болезнь,Erysiphe cichoracearum Dc. f. cucurbitacearum Poteb.
5672,muchnistaya-rosa,мучнистая роса,болезнь,Erysiphe cichoracearum Dc. f. cucurbitacearum Poteb.
5673,muchnistaya-rosa,мучнистая роса,болезнь,Erysiphe cichoracearum Dc. f. cucurbitacearum Poteb.
5674,alternarioz,альтернариоз,болезнь,Alternaria solani Sorauer.
5674,seraya-gnil,серая гниль,болезнь,
5674,fitoftoroz,фитофтороз,болезнь,Phytophthora infestans de Bary A.
5675,askohitoz,аскохитоз,болезнь,Ascochyta sojaecola
5675,muchnistaya-rosa,мучнистая роса,болезнь,Erysiphe cichoracearum Dc. f. cucurbitacearum Poteb.
5675,seraya-gnil,серая гниль,болезнь,
5676,muchnistaya-rosa,мучнистая роса,болезнь,Erysiphe cichoracearum Dc. f. cucurbitacearum Poteb.
5677,muchnistaya-rosa,мучнистая роса,болезнь,Erysiphe cichoracearum Dc. f. cucurbitacearum Poteb.
5678,antraknoz,антракноз,болезнь,Colletotrichum lagenarium (Pass.) Ell. et Halst.
5678,seraya-gnil,серая гниль,болезнь,
5679,muchnistaya-rosa,мучнистая роса,болезнь,Erysiphe cichoracearum Dc. f. cucurbitacearum Poteb.
5680,fitoftoroz,фитофтороз,болезнь,Phytophthora infestans de Bary A.
5681,mildyu,милдью,болезнь,
5681,oidium,оидиум,болезнь,
5681,seraya-gnil,серая гниль,болезнь,
5682,alternarioz,альтернариоз,болезнь,Alternaria solani Sorauer.
5682,fitoftoroz,фитофтороз,болезнь,Phytophthora infestans de Bary A.
5683,parsha,парша,болезнь,Venturia inaequalis (Cooke) G. Winter.
5683,fitoftoroz,фитофтороз,болезнь,Phytophthora infestans de Bary A.
5683,fuzarioz,фузариоз,болезнь,Fusarium oxysporum
5684,muchnistaya-rosa,мучнистая роса,болезнь,Erysiphe cichoracearum Dc. f. cucurbitacearum Poteb.
5685,fitoftoroz,фитофтороз,болезнь,Phytophthora infestans de Bary A.
5686,mildyu,милдью,болезнь,
5686,oidium,оидиум,болезнь,
5686,seraya-gnil,серая гниль,болезнь,
