reg_no,product,ingredient_slug,ingredient,conc_value,conc_unit
197(023)-02-3182-1,МиксФил,azoksistrobin,Азоксистробин,150.0,г/л
197(023)-02-3182-1,МиксФил,protiokonazol,Протиоконазол,120.0,г/л
617-02-9937-0,Миксам Голд,mefenoksam,Мефеноксам,10.0,г/л
617-02-9937-0,Миксам Голд,fludioksonil,Флудиоксонил,25.0,г/л
528-02-2114-1,Миксанил,hlorotalonil,Хлороталонил,375.0,г/л
528-02-2114-1,Миксанил,tsimoksanil,Цимоксанил,50.0,г/л
041-03-2979-1,Милагро Плюс,dikamba,Дикамба,220.0,г/л
041-03-2979-1,Милагро Плюс,nikosulfuron,Никосульфурон,50.0,г/л
278-03-4106-1,Милафорт,nikosulfuron,Никосульфурон,40.0,г/л
066-02-3553-1,Милдикат,fosfit-natriya,Фосфит натрия,250.0,г/л
066-02-3553-1,Милдикат,tsiazofamid,Циазофамид,25.0,г/л
085-03-4329-1,Милена,nikosulfuron,Никосульфурон,40.0,г/л
023-03-908-1,Минотавр,metamitron,Метамитрон,700.0,г/кг
197-02-3769-1,Минхати,flutriafol,Флутриафол,250.0,г/л
041-02-3556-1,Миравис,pidiflumetofen,Пидифлуметофен,200.0,г/л
041-02-4551-0,Миравис Дуо,difenokonazol,Дифеноконазол,125.0,г/л
041-02-4551-0,Миравис Дуо,pidiflumetofen,Пидифлуметофен,75.0,г/л
041-02-3557-1,Миравис Нео,azoksistrobin,Азоксистробин,100.0,г/л
041-02-3557-1,Миравис Нео,pidiflumetofen,Пидифлуметофен,75.0,г/л
041-02-3557-1,Миравис Нео,propikonazol,Пропиконазол,125.0,г/л
041-02-4009-1,Миравис Эйс,pidiflumetofen,Пидифлуметофен,150.0,г/л
041-02-4009-1,Миравис Эйс,propikonazol,Пропиконазол,125.0,г/л
126-03-9662-0,Мисо,klomazon,Кломазон,75.0,г/л
126-03-9662-0,Мисо,fomesafen,Фомесафен,222.0,г/л
018-02-2802-1,Мистерия,difenokonazol,Дифеноконазол,40.0,г/л
018-02-2802-1,Мистерия,piraklostrobin,Пираклостробин,80.0,г/л
018-02-2802-1,Мистерия,tebukonazol,Тебуконазол,80.0,г/л
156-03-3632-1,Мистраль Топ,metribuzin,Метрибузин,480.0,г/л
389-02-3564-1,Митар,tiram,Тирам,800.0,г/кг
018-03-2807-1,Митрон,metamitron,Метамитрон,700.0,г/л
021-03-2604-1,Миура,hizalofop-p-etil,Хизалофоп-п-этил,125.0,г/л
082-01-9846-0,Мичман,tiametoksam,Тиаметоксам,350.0,г/л
019-01-1232-1,Мовенто Энерджи,imidakloprid,Имидаклоприд,120.0,г/л
019-01-1232-1,Мовенто Энерджи,spirotetramat,Спиротетрамат,120.0,г/л
041-07-2326-1,Моддус,trineksapak-etil,Тринексапак-этил,250.0,г/л
041-07-10117-0,Моддус Форте,trineksapak-etil,Тринексапак-этил,250.0,г/л
192-03-1068-1,Модерн,2-4-d,"2,4-Д",412.0,г/л
192-03-10019-0,Модерн,2-4-d,"2,4-Д",412.0,г/л
192-03-1068-1,Модерн,nikosulfuron,Никосульфурон,80.0,г/л
192-03-10019-0,Модерн,nikosulfuron,Никосульфурон,80.0,г/л
192-03-1068-1,Модерн,florasulam,Флорасулам,8.0,г/л
192-03-10019-0,Модерн,florasulam,Флорасулам,8.0,г/л
192-03-3966-1,Модерн Премиум,mezotrion,Мезотрион,75.0,г/л
192-03-3966-1,Модерн Премиум,nikosulfuron,Никосульфурон,38.0,г/л
192-03-3966-1,Модерн Премиум,florasulam,Флорасулам,2.4,г/л
019-01-2794-1,Модесто,beta-tsiflutrin,Бета-цифлутрин,80.0,г/л
019-01-2794-1,Модесто,klotianidin,Клотианидин,400.0,г/л
019-01(02)-10039-0,Модесто Плюс,klotianidin,Клотианидин,300.0,г/л
019-02-1151-1,Модесто Плюс,klotianidin,Клотианидин,300.0,г/л
019-01(02)-10039-0,Модесто Плюс,fluoksastrobin,Флуоксастробин,90.0,г/л
019-02-1151-1,Модесто Плюс,fluoksastrobin,Флуоксастробин,90.0,г/л
019-01(02)-10039-0,Модесто Плюс,fluopikolid,Флуопиколид,120.0,г/л
019-02-1151-1,Модесто Плюс,fluopikolid,Флуопиколид,120.0,г/л
1012-03-10091-0,Мозогранд,glifosat,Глифосат,540.0,г/л
159-02-1026-1,Моксимэйт,mankotseb,Манкоцеб,640.0,г/кг
159-02-1026-1,Моксимэйт,tsimoksanil,Цимоксанил,80.0,г/кг
021-01-3034-1,Молетокс,esfenvalerat,Эсфенвалерат,50.0,г/л
046-01-4281-1,Молния,lyambda-tsigalotrin,Лямбда-цигалотрин,50.0,г/л
046-01-5029-1,Молния,lyambda-tsigalotrin,Лямбда-цигалотрин,50.0,г/л
046-01-3116-1,Молния Дуо,lyambda-tsigalotrin,Лямбда-цигалотрин,106.0,г/л
046-01-5035-1,Молния Дуо,lyambda-tsigalotrin,Лямбда-цигалотрин,106.0,г/л
046-01-3116-1,Молния Дуо,tiametoksam,Тиаметоксам,141.0,г/л
046-01-5035-1,Молния Дуо,tiametoksam,Тиаметоксам,141.0,г/л
046-01-3584-1,Молния Экстра,tsipermetrin,Циперметрин,250.0,г/л
046-01-5030-1,Молния Экстра,tsipermetrin,Циперметрин,250.0,г/л
050(360)-04-1116-1,Молоток,dikvat,Дикват,150.0,г/л
050-03-9683-0,Молоток,dikvata-dibromida,Диквата дибромида,280.0,г/л
178-03-3879-0,Момус,mtspa,МЦПА,500.0,г/л
178-03-4995-1,Момус,mtspa,МЦПА,500.0,г/л
184(040)-01-1271-1,Монарх,fipronil,Фипронил,800.0,г/кг
082-03-1309-1,Монолит,klopiralid,Клопиралид,750.0,г/кг
178-03-3906-1,Мономакс,dikamba,Дикамба,480.0,г/л
021-03-1704-1,Морион,diflyufenikan,Дифлюфеникан,100.0,г/л
021-03-1704-1,Морион,izoproturon,Изопротурон,500.0,г/л
021-03-3103-1,Мортира,tribenuron-metil,Трибенурон-метил,750.0,г/кг
141-06-3437-1,Морторат,brodifakum,Бродифакум,0.05,г/кг
094-01-1159-1,Моспилан,atsetamiprid,Ацетамиприд,200.0,г/кг
021-03-3288-1,Мохофф,pelargonovaya-kislota,Пеларгоновая кислота,525.0,г/л
699-03-9810-0,Мощь,mtspa,МЦПА,500.0,г/л
021-01-4775-1,Муравьед Био,spinosad,Спиносад,10.0,г/л
046-01-3040-1,Муравьин,diazinon,Диазинон,50.0,г/кг
046-01-5075-1,Муравьин,diazinon,Диазинон,50.0,г/кг
046-01-3439-1,Муравьин Форте,imidakloprid,Имидаклоприд,5.0,г/кг
046-01-5065-1,Муравьин Форте,imidakloprid,Имидаклоприд,5.0,г/кг
742-03-3242-1,Мурал,dikamba,Дикамба,480.0,г/л
021-01-2606-1,Мухоед,diazinon,Диазинон,40.0,г/кг
019-03-3480-1,Мушкет Плюс,2-4-d,"2,4-Д",285.2,г/л
019-03-3480-1,Мушкет Плюс,yodosulfuron-metil-natriya,Йодосульфурон-метил-натрия,5.0,г/л
019-03-3480-1,Мушкет Плюс,mefenpir-dietila,Мефенпир-диэтила,25.0,г/л
126-01-9856-1,Мушкетер,hlorantraniliprol,Хлорантранилипрол,200.0,г/л
010-03-3241-1,Мэр,metribuzin,Метрибузин,480.0,г/л
042-03-4950-0,Навиет,s-metolahlor,С-метолахлор,960.0,г/л
178-01(02)-3957-1,Нагайна,klotianidin,Клотианидин,390.0,г/л
178-01(02)-3957-1,Нагайна,tebukonazol,Тебуконазол,30.0,г/л
178-01(02)-3957-1,Нагайна,tiabendazol,Тиабендазол,40.0,г/л
126-03-2504-1,Наношанс,bentazon,Бентазон,480.0,г/л
126-03-4850-0,Наношанс Супер,bentazon,Бентазон,420.0,г/л
126-03-4850-0,Наношанс Супер,imazamoks,Имазамокс,20.5,г/л
004(549)-03-5018-0,Напалм-480,glifosat,Глифосат,480.0,г/л
549-03-4947-0,Напалм-480,glifosat,Глифосат,480.0,г/л
549-03-4854-0,Напалм-540,glifosat,Глифосат,540.0,г/л
102-03-1547-1,Нарвал,nikosulfuron,Никосульфурон,40.0,г/л
148-02-3379-1,Наутиль,mankotseb,Манкоцеб,680.0,г/кг
148-02-3379-1,Наутиль,tsimoksanil,Цимоксанил,50.0,г/кг
021-03-3459-1,Нексус,fomesafen,Фомесафен,240.0,г/л
825-05-3758-1,Нематофагин-Микопро,shtamm-arthrobotrys-oligospora-f-1303,Штамм arthrobotrys oligospora f-1303,3000000.0,спор/г
178-03-2666-1,Нерта,diflyufenikan,Дифлюфеникан,100.0,г/л
178-03-2666-1,Нерта,izoproturon,Изопротурон,500.0,г/л
085-07-2125-1,Нертус ПлантаПег,guminovye-kisloty,Гуминовые кислоты,4.0,г/л
085-07-2125-1,Нертус ПлантаПег,polietilenglikol-1500,Полиэтиленгликоль-1500,500.0,г/л
085-07-2125-1,Нертус ПлантаПег,polietilenglikol-400,Полиэтиленгликоль-400,300.0,г/л
277-03-488-1,Никобел,nikosulfuron,Никосульфурон,40.0,г/л
607-03-3731-1,Никос,nikosulfuron,Никосульфурон,40.0,г/л
871-03-10000-0,Никос,nikosulfuron,Никосульфурон,40.0,г/л
376-03-3705-1,Никосав,nikosulfuron,Никосульфурон,40.0,г/л
066-03-434-1,Ниссин,nikosulfuron,Никосульфурон,40.0,г/л
066-03-462-1,Ниссин Экстра,nikosulfuron,Никосульфурон,60.0,г/л
094-01-1333-1,Ниссоран,geksitiazoks,Гекситиазокс,250.0,г/л
900-07-4297-1,Новагиб,gibberellinovye-kisloty-a4-a7,"Гиббереллиновые кислоты а4, а7",10.0,г/л
010-01-4039-1,Новацет,atsetamiprid,Ацетамиприд,80.0,г/л
010-01-4039-1,Новацет,novaluron,Новалурон,100.0,г/л
184(026)-01-3935-1,Новинс,diflubenzuron,Дифлубензурон,480.0,г/л
128-07-4761-1,Новосил,triterpenovye-kisloty,Тритерпеновые кислоты,100.0,г/л
192-02-1015-1,Новус-Ф,karbendazim,Карбендазим,250.0,г/л
192-02-10031-0,Новус-Ф,karbendazim,Карбендазим,250.0,г/л
192-02-1015-1,Новус-Ф,flutriafol,Флутриафол,120.0,г/л
192-02-10031-0,Новус-Ф,flutriafol,Флутриафол,120.0,г/л
133-03-843-1,Номини,bispiribak-natriya,Биспирибак натрия,400.0,г/л
603-03-2537-1,Номини Суприм,bispiribak-natriya,Биспирибак натрия,40.0,г/л
603-03-2537-1,Номини Суприм,metamifop,Метамифоп,100.0,г/л
548-02-2737-1,Нопас,efirnye-masla-timyana-i-perechnoy-myaty,Эфирные масла тимьяна и перечной мяты,300.0,г/л
224-03-3827-1,Нопасаран,imazamoks,Имазамокс,25.0,г/л
224-03-3827-1,Нопасаран,metazahlor,Метазахлор,375.0,г/л
224-03-1203-1,Нопасаран Ультра,imazamoks,Имазамокс,35.0,г/л
224-03-1203-1,Нопасаран Ультра,kvinmerak,Квинмерак,250.0,г/л
017-02-637-1,Нор-Би,benomil,Беномил,500.0,г/кг
141-06-3560-1,Норат,bromadiolon,Бромадиолон,0.05,г/кг
063-03-4588-1,Норвел,hizalofop-p-etil,Хизалофоп-п-этил,50.0,г/л
021-03-3059-1,НордСтрим,pikloram,Пиклорам,350.0,г/кг
021-03-3059-1,НордСтрим,tribenuron-metil,Трибенурон-метил,200.0,г/кг
021-03-3059-1,НордСтрим,florasulam,Флорасулам,80.0,г/кг
086-03-2235-1,Норман,tribenuron-metil,Трибенурон-метил,750.0,г/кг
192-02-4840-1,Нортон Про,protiokonazol,Протиоконазол,100.0,г/л
192-02-4840-1,Нортон Про,tebukonazol,Тебуконазол,200.0,г/л
197(023)-01-3482-1,Нунчак,fenitrotion,Фенитротион,500.0,г/л
277-01-556-1,Нурбел,hlorpirifos,Хлорпирифос,500.0,г/л
277-01-4902-0,Нурбел,hlorpirifos,Хлорпирифос,500.0,г/л
277-01-556-1,Нурбел,tsipermetrin,Циперметрин,50.0,г/л
277-01-4902-0,Нурбел,tsipermetrin,Циперметрин,50.0,г/л
063-01-1453-1,Нуримет Экстра,hlorpirifos,Хлорпирифос,500.0,г/л
063-01-1453-1,Нуримет Экстра,tsipermetrin,Циперметрин,50.0,г/л
064-01-4175-1,Ньюстар Экстра,alfa-tsipermetrin,Альфа-ципермeтрин,100.0,г/л
004(549)-03-5012-1,Нэо,nikosulfuron,Никосульфурон,750.0,г/кг
033-07-1377-1,ОбеpeгЪ,arahidonovaya-kislota,Арахидоновая кислота,0.15,г/л
019-01-1233-1,Оберон Рапид,abamektin,Абамектин,11.4,г/л
019-01-1233-1,Оберон Рапид,spiromezifen,Спиромезифен,228.6,г/л
429-07-3627-1,Обстактин,alfa-naftiluksusnaya-kislota,Альфа-нафтилуксусная кислота,75.0,г/л
778-07-3841-1,Обстормон,1-naftiluksusnaya-kislota,1-нафтилуксусная кислота,75.0,г/л
178-03-2955-1,Овен,klodinafop-propargil,Клодинафоп-пропаргил,80.0,г/л
178-03-2955-1,Овен,klokvintoset-meksil,Клоквинтосет-мексил,20.0,г/л
018-03-2965-1,Овсюген Супер,klokvintoset-meksil,Клоквинтосет-мексил,47.0,г/л
018-03-2965-1,Овсюген Супер,fenoksaprop-p-etil,Феноксапроп-п-этил,140.0,г/л
018-03-2964-1,Овсюген Экспресс,klokvintoset-meksil,Клоквинтосет-мексил,35.0,г/л
018-03-2964-1,Овсюген Экспресс,fenoksaprop-p-etil,Феноксапроп-п-этил,140.0,г/л
021-03-3472-1,Одиссей,imazamoks,Имазамокс,30.0,г/л
021-03-3472-1,Одиссей,imazetapir,Имазетапир,40.0,г/л
528-01-4201-1,Ойкос,azadirahtin,Азадирахтин,26.0,г/л
018-03-4851-0,Октава,nikosulfuron,Никосульфурон,60.0,г/л
018-03-645-1,Октава,nikosulfuron,Никосульфурон,60.0,г/л
018-03-4851-0,Октава,florasulam,Флорасулам,3.6,г/л
018-03-645-1,Октава,florasulam,Флорасулам,3.6,г/л
116-03-9681-0,Октапон Экстра,2-4-d,"2,4-Д",500.0,г/л
068(116)-03-605-1,Октапон экстра,2-4-d,"2,4-Д",500.0,г/л
068(116)-03-655-1,Октапон-супер,2-4-d,"2,4-Д",470.0,г/л
116-03-9682-0,Октапон-супер,2-4-d,"2,4-Д",630.0,г/л
116-03-3889-1,Октасулам,2-4-d,"2,4-Д",300.0,г/л
116-03-3889-1,Октасулам,florasulam,Флорасулам,6.25,г/л
068(116)-03-659-1,Октиген,2-4-d,"2,4-Д",419.75,г/л
068(116)-03-659-1,Октиген,hlorsulfuron,Хлорсульфурон,5.25,г/л
347-03-4823-1,"Октимет Д, КЭ",2-4-d,"2,4-Д",564.0,г/л
082-03-1642-1,Олимп,triflusulfuron-metil,Трифлусульфурон-метил,500.0,г/кг
193-01-2264-1,Омайт,propargit,Пропаргит,570.0,г/л
063-01-2413-1,Оперкот,lyambda-tsigalotrin,Лямбда-цигалотрин,50.0,г/л
063-01-1766-1,Оперкот Акро,imidakloprid,Имидаклоприд,300.0,г/л
063-01-10007-0,Оперкот Акро,imidakloprid,Имидаклоприд,300.0,г/л
063-01-1766-1,Оперкот Акро,lyambda-tsigalotrin,Лямбда-цигалотрин,100.0,г/л
063-01-10007-0,Оперкот Акро,lyambda-tsigalotrin,Лямбда-цигалотрин,100.0,г/л
021-02-4754-0,Оплот,difenokonazol,Дифеноконазол,90.0,г/л
021-02-1739-1,Оплот,difenokonazol,Дифеноконазол,90.0,г/л
021-02-4754-0,Оплот,tebukonazol,Тебуконазол,45.0,г/л
021-02-1739-1,Оплот,tebukonazol,Тебуконазол,45.0,г/л
021-02-1801-1,Оплот Трио,azoksistrobin,Азоксистробин,40.0,г/л
021-02-9793-0,Оплот Трио,azoksistrobin,Азоксистробин,40.0,г/л
021-02-1801-1,Оплот Трио,difenokonazol,Дифеноконазол,90.0,г/л
021-02-9793-0,Оплот Трио,difenokonazol,Дифеноконазол,90.0,г/л
021-02-1801-1,Оплот Трио,tebukonazol,Тебуконазол,45.0,г/л
021-02-9793-0,Оплот Трио,tebukonazol,Тебуконазол,45.0,г/л
038-03-4595-1,Опричник,2-4-d,"2,4-Д",300.0,г/л
038-03-444-1,Опричник,2-4-d,"2,4-Д",300.0,г/л
038-03-4595-1,Опричник,florasulam,Флорасулам,6.25,г/л
038-03-444-1,Опричник,florasulam,Флорасулам,6.25,г/л
014-02-3496-1,Оптимо,piraklostrobin,Пираклостробин,200.0,г/л
063-03-2783-1,Оптимум,dikamba,Дикамба,480.0,г/л
010-01-3109-1,Орбита,deltametrin,Дельтаметрин,25.0,г/л
