reg_no,name,kind,use_product,registrant,ogrn,reg_date,reg_until,status,n_brands,brands
126-13-1095-1,Органо-минеральное удобрение на основе аминокислот из морских водорослей Шанс Универсал,комплексное NPK,ЛС,"ООО ""ШАНС""",1093668046812,27.04.2016,26.04.2026,Не действует,0,
270-13-2595-1,Органо-минеральное удобрение на основе гуминовых и фульвовых кислот Фульвигрейн,гумат,,,,16.03.2020,15.03.2030,Действует,12,Фульвигрейн Классик | Фульвигрейн Антистресс Про | Фульвигрейн Стимул | Фульвигрейн Антистресс | Фульвигрейн Стимул Про | Фульвигрейн Сид | Фульвигрейн Старт | Фульвигрейн Топ | Фульвигрейн Термо | Фульвигрейн Бест | Фульвигрейн Бор | Фульвигрейн Цинк
290-13-675-1,Органо-минеральное удобрение “Универсальное”,комплексное NPK,ЛС,ОАО «БХЗ»,,02.06.2015,01.06.2025,Не действует,14,1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 | 11 | 12 | 13 | 14
254-13-3674-1,Органо-минеральноеудобрениеСофтГард Микс,прочее,ЛС,ООО «БИОКЕФАРМ РУС»,1097746641981,11.05.2022,10.05.2032,Действует,0,
865-21-4035-1,Органобор,микроудобрение,ЛС,ООО АГРОЛИДЕР,1095005000078,16.03.2023,15.03.2033,Действует,6,Меланж | Директ | Молибден-Кобальт АГ | Кальций АГ | Цинк АГ | Сера АГ
484-13-4612-1,Органоминеральное водорастворимое удобрение с микроэлементами,микроудобрение,ЛС,«ИТАЛПОЛЛИНА С.П.А»,,13.06.2024,12.06.2034,Действует,7,Аквамин | Кейлан Макс | Кейлан Комби | Кейлан Железо | Кейлан Марганец | Кейлан Цинк | Кейлан Кальций
254-13-1458-1,Органоминеральное комплексное гранулированное удобрение Дабл Вин,комплексное NPK,ЛС,ООО «БИОКЕФАРМ РУС»,1097746641981,12.04.2017,11.04.2027,Действует,0,
327-13-2552-1,Органоминеральное удобрение,прочее,Л,ООО «Гарден Ритейл Сервис»,,17.03.2020,16.03.2030,Действует,7,Оптима 1 | Оптима 2 | Оптима 3 | Профи 1 | Профи 2 | Профи 3 | Интенсив
382-13-4908-1,Органоминеральное удобрение,прочее,ЛС,"ОАО ""БХЗ""",1024401232382,23.06.2025,22.06.2035,Действует,14,1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 | 11 | 12 | 13 | 14
246-13-431-1,Органоминеральное удобрение «Валагро»,прочее,ЛС,ООО ТД «АгроМастер»,,21.10.2014,20.10.2024,Не действует,4,Вива | Мегафол | Радифарм | Свит
246-13-921-1,Органоминеральное удобрение «Валагро»,прочее,ЛС,ООО ТД «АгроМастер»,,23.12.2015,22.12.2025,Не действует,3,Кендал | Бенефит ПЗ | Активейв
527-13-2122-1,Органоминеральное удобрение Алтайорганик,прочее,C,ООО «БАРНАУЛЬСКИЙ ВОДОКАНАЛ»,1042201872800,22.02.2019,21.02.2029,Действует,0,
291-13-2225-1,Органоминеральное удобрение Берес,прочее,ЛС,ООО НПК «Берес»,1135476047552,13.05.2019,12.05.2029,Действует,4,Берес АминоПлант | Берес АминоМакс | Берес АминоКомплекс | Берес АминоФорте
126-13-667-1,Органоминеральное удобрение Борошанс,прочее,ЛС,"ООО ""ШАНС""",1093668046812,22.05.2015,21.05.2025,Не действует,0,
200-13-9913-1,Органоминеральное удобрение ГРИН ЛИФТ Фосфор,микроудобрение,ЛС,ООО «Грин Лифт»,1115262005264,21.04.2026,20.04.2036,Действует,12,Азот | Железо | Калий | Магний | Медь | Молибден | Сера | Цинк | Фосфор | Кальций | Бор | Марганец
200-13-2331-1,Органоминеральное удобрение Грин Лифт Бор,микроудобрение,C,ООО «Грин Лифт»,1115262005264,24.07.2019,23.07.2029,Действует,0,
646-18-2864-1,Органоминеральное удобрение Гумат калия плюс,гумат,C,ИП Шоба Владимир Николаевич,319547600009151,02.11.2020,01.11.2030,Действует,2,А | Б
988-13-9679-1,Органоминеральное удобрение Доброцвет,прочее,Л,"ООО ""ТАН ИНДУСТРИЯ""",1207700010198,20.11.2025,19.11.2035,Действует,0,
608-13-3245-1,Органоминеральное удобрение Л-экспресс,прочее,C,"ООО ""ЛЕБОЗОЛ ВОСТОК""",1127746259541,23.07.2021,22.07.2031,Не действует,2,Л-экспресс ОптиКэр | Л-экспресс ТоталКэр Гель
608-13-4822-1,Органоминеральное удобрение Л-экспресс,прочее,C,"ООО ""ЛЕБОЗОЛ ВОСТОК""",1127746259541,12.05.2025,22.07.2031,Действует,2,Л-экспресс ОптиКэр | Л-экспресс ТоталКэр Гель
608-13-2798-1,"Органоминеральное удобрение Л-экспресс-Питание, (ЛС,C)",комплексное NPK,,"ООО ""ЛЕБОЗОЛ ВОСТОК""",1127746259541,14.09.2020,13.09.2030,Не действует,6,Л-экспресс-Питание 6-12-6 | Л-экспресс-Питание 12-4-6 | Л-экспресс-Питание 36 | Л-экспресс-Питание 8-8-6 | Л-экспресс-Гепта Железо | Л-экспресс-Магний 400
608-13-4821-1,"Органоминеральное удобрение Л-экспресс-Питание, (ЛС,C)",комплексное NPK,,"ООО ""ЛЕБОЗОЛ ВОСТОК""",1127746259541,12.05.2025,13.09.2030,Действует,6,Л-экспресс-Питание 6-12-6 | Л-экспресс-Питание 12-4-6 | Л-экспресс-Питание 36 | Л-экспресс-Питание 8-8-6 | Л-экспресс-Гепта Железо | Л-экспресс-Магний 400
254-13-2159-1,Органоминеральное удобрение Мастер Грин,микроудобрение,ЛС,ООО «БИОКЕФАРМ РУС»,1097746641981,14.03.2019,13.03.2029,Действует,11,Мастер Грин Са | Мастер Грин Zn | Мастер Грин Fe | Мастер Грин Mn | Мастер Грин Cu | Мастер Грин Mg | Мастер Грин K | Мастер Грин Mo | Мастер Грин Si | Мастер Грин Co | Мастер Грин Микс
761-13-3280-1,Органоминеральное удобрение ПРК Черный Жемчуг Гумус,прочее,ЛС,ООО «ГРУППА КОМПАНИЙ АГРОПЛЮС»,1082310014665,01.09.2021,31.08.2031,Действует,0,
691-13-3105-1,Органоминеральное удобрение Пауэр Рутс,прочее,Л,Бертелс Б.В.,,12.04.2021,11.04.2031,Действует,0,
906-13-4334-1,Органоминеральное удобрение Приомин,прочее,ЛС,ООО Техгранд Агро,1217700370656,28.12.2023,27.12.2033,Действует,0,
620-13-4708-1,Органоминеральное удобрение ПрофиФлекс-РГК,прочее,C,ООО Рошальский Гуминовый комбинат,1065049006703,06.11.2024,05.11.2034,Действует,0,
620-18-2715-1,Органоминеральное удобрение ПрофиФлекс-РГК,гумат,ЛС,ООО Рошальский Гуминовый комбинат,1065049006703,29.06.2020,28.06.2030,Действует,5,Гумат Плюс | Семилла | Фермер | Профи | Премиум
254-13-10076-1,Органоминеральное удобрение Рутер Рутер Био,биоудобрение,ЛС,ООО «БИОКЕФАРМ РУС»,1097746641981,17.08.2026,16.08.2036,Действует,5,Рутер Био | Рутер Форте | Рутер Макс | Рутер Энерджи | Рутер Сидс
693-13-3113-1,Органоминеральное удобрение Столлер,прочее,C,Столлер Европа СЛЮ,,15.04.2021,14.04.2031,Действует,3,Столлер Энерджи | Столлер Экселенс | Столлер Гроус
693-13-4606-1,Органоминеральное удобрение Столлер,прочее,ЛС,Столлер Европа СЛЮ,,13.07.2024,12.07.2034,Действует,3,Столлер Флауэр | ЦитоФарм | ГроуФордж
540(541)-13-2163-1,Органоминеральное удобрение Элемент,микроудобрение,C,ООО «Агропродэко»,1155022002200,25.03.2019,24.03.2029,Действует,4,Элемент Бор | Элемент Био | Элемент Микро | Элемент Универсальный
710-13-3181-1,Органоминеральное удобрение с микроэлементами Фитактив,микроудобрение,ЛС,ООО «НПО «БИНАМ»,1143128000685,16.06.2021,15.06.2031,Действует,5,Старт | Рост | Урожай | Лайт | Флора
553-13-2240-1,Органоминеральное удобрение серии БиоАктивСоил,комплексное NPK,ЛС,ООО «АГРАТЕК БИО»,1177746203788,24.05.2019,23.05.2029,Действует,3,Иммун систем | Блюм Гроу | Гидропоник
