reg_no,name,slug,form,conc,klass,registrant,ogrn,hazard_human,hazard_bees,reg_date,reg_until,status,has_lph
389-02-3564-1,Митар,mitar,ВДГ,800 г/кг Тирам,фунгицид,ООО «АГРОПРОГРЕСС КЭМИКАЛС»,1157847140296,III,III,22.03.2022,21.03.2032,Действует,0
018-03-2807-1,Митрон,mitron,КС,700 г/л Метамитрон,гербицид,АО «Щелково Агрохим»,1025006519427,III,III,16.09.2020,15.09.2030,Действует,0
021-03-2604-1,Миура,miura,КЭ,125 г/л хизалофоп-П-этил,гербицид,АО Фирма «Август»,1025006038958,III,III,17.03.2020,16.03.2030,Действует,1
082-01-9846-0,Мичман,michman,КС,350 г/л Тиаметоксам,инсектицид,"ООО ""ИНТЕР ГРУПП""",1084312000420,III,-,19.03.2026,18.03.2029,Действует,0
019-01-1232-1,Мовенто Энерджи,movento-enerdzhi,КС,120 г/л Имидаклоприд + 120 г/л Спиротетрамат,инсектицид,Байер КропСайенс АГ,,III,I,19.09.2016,18.09.2026,Не действует,1
041-07-2326-1,Моддус,moddus,К,250 г/л Тринексапак-этил,регулятор роста,ООО «Сингента»,1037739325271,III,III,24.07.2019,23.07.2029,Действует,0
041-07-10117-0,Моддус Форте,moddus-forte,МЭ,250 г/л Тринексапак-этил,регулятор роста,"ООО ""СИНГЕНТА""",1037739325271,III,III,09.09.2026,08.09.2029,Действует,0
192-03-10019-0,Модерн,modern,КЭ,"412 г/л 2,4-Д кислота (сложный 2-этилгексиловый эфир) + 80 г/л никосульфурон + 8 г/л флорасулам",гербицид,"+ 80 г/л никосульфурон + 8 г/л флорасулам) ООО ГК ""ЗЕМЛЯКОФФ""",1037724060560,II,III,18.06.2026,17.06.2029,Действует,0
192-03-1068-1,Модерн,modern,КЭ,"412 г/л 2,4-Д (сложный 2-этилгексиловый эфир) + 80 г/л никосульфурон + 8 г/л флорасулам",гербицид,+ 80 г/л никосульфурон + 8 г/л флорасулам) ООО ГК «ЗемлякоФФ»,1037724060560,II,III,08.04.2016,07.04.2026,Не действует,0
192-03-3966-1,Модерн Премиум,modern-premium,МД,"38 г/л никосульфурон + 75 г/л Мезотрион + 2,4 г/л флорасулам",гербицид,ООО ГК «ЗемлякоФФ»,1037724060560,III,III,24.01.2023,23.01.2033,Действует,0
019-01-2794-1,Модесто,modesto,КС,400 г/л Клотианидин + 80 г/л бета-цифлутрин,инсектицид,Байер КропСайенс АГ,,III,-,11.09.2020,10.09.2030,Действует,0
019-01(02)-10039-0,Модесто Плюс,modesto-plyus,КС,300 г/л Клотианидин + 120 г/л Флуопиколид + 90 г/л флуоксастробин,инсектицид,Байер КропСайенс АГ,,III,-,07.07.2026,06.07.2029,Действует,0
019-02-1151-1,Модесто Плюс,modesto-plyus,КС,300 г/л Клотианидин + 120 г/л Флуопиколид + 90 г/л флуоксастробин,инсектицид,Байер КропСайенс АГ,,III,-,11.07.2016,10.07.2026,Не действует,0
1012-03-10091-0,Мозогранд,mozogrand,ВР,540 г/л Глифосат кислоты (калиевая соль),гербицид,"ООО ""ГК ""ПОЛЕХИМ""",1135658040870,II,III,20.08.2026,19.08.2029,Действует,0
159-02-1026-1,Моксимэйт,moksimeyt,СП,640 г/кг Манкоцеб + 80 г/кг цимоксанил,фунгицид,ИНДОФИЛ ИНДАСТРИЗ ЛИМИТЕД,,II,III,11.03.2016,10.03.2026,Не действует,0
021-01-3034-1,Молетокс,moletoks,КЭ,50 г/л Эсфенвалерат,инсектицид,АО Фирма «Август»,1025006038958,III,I,25.02.2021,24.02.2031,Действует,1
046-01-4281-1,Молния,molniya,КЭ,50 г/л лямбда-цигалотрин,инсектицид,ЗАО «ТПК «Техноэкспорт»,1025005325070,II,I,04.12.2023,03.12.2033,Не действует,0
046-01-5029-1,Молния,molniya,КЭ,50 г/л лямбда-цигалотрин,инсектицид,ООО «Техноэкспорт»,1125042005175,II,I,29.08.2025,03.12.2033,Действует,0
046-01-3116-1,Молния Дуо,molniya-duo,КС,106 г/л лямбда-цигалотрин + 141 г/л Тиаметоксам,инсектицид,ЗАО «ТПК «Техноэкспорт»,1025005325070,III,I,19.04.2021,18.04.2031,Не действует,0
046-01-5035-1,Молния Дуо,molniya-duo,КС,106 г/л лямбда-цигалотрин + 141 г/л Тиаметоксам,инсектицид,ООО «Техноэкспорт»,1125042005175,III,I,29.08.2025,18.04.2031,Действует,0
046-01-3584-1,Молния Экстра,molniya-ekstra,КЭ,250 г/л циперметрин,инсектицид,ЗАО «ТПК «Техноэкспорт»,1025005325070,III,I,04.04.2022,26.02.2027,Не действует,1
046-01-5030-1,Молния Экстра,molniya-ekstra,КЭ,250 г/л циперметрин,инсектицид,ООО «Техноэкспорт»,1125042005175,III,I,29.08.2025,26.02.2027,Действует,1
050(360)-04-1116-1,Молоток,molotok,В,150 г/л Дикват (дибромид) + 150 г/л Дикват (дибромид),десикант,"+ 150 г/л Дикват (дибромид)) ЗАО «ФМРус», ООО «АГРОХИМИНВЕСТ","1097746208207, 1027743011207",III,III,13.05.2016,12.05.2026,Не действует,0
050-03-9683-0,Молоток,molotok,ВР,280 г/л Диквата дибромида (150 г/л в пересчете на дикват ион),гербицид,"АО ""ФМРус""",1097746208207,III,III,20.11.2025,19.11.2028,Действует,0
178-03-3879-0,Момус,momus,ВРК,"500 г/л МЦПА кислоты (смесь диметиламинной, калиевой, натриевой солей)",гербицид,ООО «Агро Эксперт Груп»,1027708006996,II,III,22.11.2022,21.11.2025,Не действует,0
178-03-4995-1,Момус,momus,ВРК,"500 г/л МЦПА кислоты (смесь диметиламинной, калиевой, натриевой солей)",гербицид,ООО «Агро Эксперт Груп»,1027708006996,II,III,28.08.2025,27.08.2035,Действует,0
184(040)-01-1271-1,Монарх,monarh,ВДГ,800 г/кг Фипронил,инсектицид,"ООО «Агрорус и Ко», Левей Маркетинг Актиенгезелльшафт",,II,I,10.11.2016,09.11.2026,Действует,0
082-03-1309-1,Монолит,monolit,ВДГ,750 г/кг Клопиралид,гербицид,ООО «Интер Групп»,1084312000420,III,III,16.12.2016,15.12.2026,Действует,0
178-03-3906-1,Мономакс,monomaks,ВР,480 г/л Дикамба (диметиламинная соль),гербицид,ООО «Агро Эксперт Груп»,1027708006996,III,III,13.12.2022,12.12.2032,Действует,0
021-03-1704-1,Морион,morion,СК,500 г/л Изопротурон + 100 г/л Дифлюфеникан,гербицид,АО Фирма «Август»,1025006038958,III,III,19.04.2017,18.04.2027,Действует,0
021-03-3103-1,Мортира,mortira,ВДГ,750 г/кг трибенурон-метил,гербицид,"АО ФИРМА ""АВГУСТ""",1025006038958,III,III,09.04.2021,08.04.2031,Действует,0
141-06-3437-1,Морторат,mortorat,Г,"0,05 г/кг Бродифакум",родентицид,ООО «Валбрента Кемикалс»,,II,-,22.12.2021,21.12.2031,Действует,0
094-01-1159-1,Моспилан,mospilan,РП,200 г/кг Ацетамиприд,инсектицид,"Ниппон Сода Ко., Лтд",,III,III,18.07.2016,17.07.2026,Не действует,1
021-03-3288-1,Мохофф,mohoff,МКЭ,525 г/л Пеларгоновая кислота,гербицид,АО Фирма «Август»,1025006038958,III,III,08.08.2021,07.08.2031,Действует,1
699-03-9810-0,Мощь,mosch,ВРК,"500 г/л МЦПА кислоты (смесь диметиламинной, калиевой, натриевой солей)",гербицид,"«Шандонг Вейфанг Рейнбоу Кемикал Ко., Лтд.»",,II,III,05.03.2026,04.03.2029,Действует,0
021-01-4775-1,Муравьед Био,muraved-bio,СК,10 г/л Спиносад,инсектицид,АО Фирма «Август»,1025006038958,III,-,10.01.2025,09.01.2035,Действует,1
046-01-3040-1,Муравьин,muravin,Г,50 г/кг Диазинон,инсектицид,ЗАО «ТПК «Техноэкспорт»,1025005325070,III,-,03.03.2021,02.03.2031,Не действует,0
046-01-5075-1,Муравьин,muravin,Г,50 г/кг Диазинон,инсектицид,ООО «Техноэкспорт»,1125042005175,III,-,29.08.2025,02.03.2031,Действует,0
046-01-3439-1,Муравьин Форте,muravin-forte,Г,5 г/кг Имидаклоприд,инсектицид,ЗАО «ТПК «Техноэкспорт»,1025005325070,III,-,11.01.2022,10.01.2032,Не действует,1
046-01-5065-1,Муравьин Форте,muravin-forte,Г,5 г/кг Имидаклоприд,инсектицид,ООО «Техноэкспорт»,1125042005175,III,-,29.08.2025,10.01.2032,Действует,1
742-03-3242-1,Мурал,mural,ВР,480 г/л Дикамба (диметиламинная соль),гербицид,ГАЛЕНИКА-ФИТОФАР МАЦИЯ А.Д.,,III,III,22.07.2021,21.07.2031,Действует,0
021-01-2606-1,Мухоед,muhoed,Г,40 г/кг Диазинон,инсектицид,АО Фирма «Август»,1025006038958,III,-,17.03.2020,16.03.2030,Действует,1
019-03-3480-1,Мушкет Плюс,mushket-plyus,МД,"285,2 г/л 2,4-Д (2-этилгексиловый эфир) + 5 г/л йодосульфурон-метил-натрия + 25 г/л антидот мефенпир-диэтила",гербицид,+ 5 г/л йодосульфурон-метил-натрия + 25 г/л антидот мефенпир-диэтила) Байер КропСайенс АГ,,II,III,19.01.2022,18.01.2032,Действует,0
126-01-9856-1,Мушкетер,mushketer,КС,200 г/л Хлорантранилипрол,инсектицид,"ООО ""ШАНС""",1093668046812,III,III,20.03.2026,19.03.2036,Действует,0
010-03-3241-1,Мэр,mer,КС,480 г/л Метрибузин,гербицид,ООО «ЛИСТЕРРА»,1057749556930,III,III,22.07.2021,21.07.2031,Действует,0
042-03-4950-0,Навиет,naviet,КЭ,960 г/л С-Метолахлор,гербицид,ООО «ФОРВАРД»,1105476055277,III,III,23.07.2025,22.07.2028,Действует,0
178-01(02)-3957-1,Нагайна,nagayna,КС,390 г/л Клотианидин + 40 г/л Тиабендазол + 30 г/л Тебуконазол,инсектицид,ООО «Агро Эксперт Груп»,1027708006996,II,-,20.01.2023,19.01.2033,Действует,0
126-03-2504-1,Наношанс,nanoshans,ВР,480 г/л Бентазон,гербицид,ООО «Шанс»,1093668046812,III,III,12.12.2019,11.12.2029,Действует,0
126-03-4850-0,Наношанс Супер,nanoshans-super,ВРК,"420 г/л Бентазон + 20,5 г/л Имазамокс",гербицид,ООО «Шанс»,1093668046812,III,III,23.04.2025,22.04.2028,Действует,0
004(549)-03-5018-0,Напалм-480,napalm-480,ВР,480 г/л Глифосат кислоты (изопропиламинная соль),гербицид,"ООО НПО «РАХ», ООО «АгроХимИнвест»","1037706005050, 5137746013400",II,III,13.07.2022,12.07.2025,Не действует,0
549-03-4947-0,Напалм-480,napalm-480,ВР,480 г/л Глифосат кислоты (изопропиламинная соль),гербицид,ООО «АГРОХИМИНВЕСТ,1027743011207,III,III,07.07.2025,06.07.2028,Действует,0
549-03-4854-0,Напалм-540,napalm-540,ВР,540 г/л Глифосат кислоты (калиевая соль),гербицид,ООО «АгроХимИнвест»,5137746013400,II,III,25.04.2025,24.04.2028,Действует,0
102-03-1547-1,Нарвал,narval,КС,40 г/л никосульфурон,гербицид,«РОТАМ Лтд»,,III,III,20.09.2017,19.09.2027,Действует,0
148-02-3379-1,Наутиль,nautil,ВДГ,680 г/кг Манкоцеб + 50 г/кг цимоксанил,фунгицид,ООО «ЮПЛ»,1157746848490,II,III,18.11.2021,17.11.2031,Действует,0
021-03-3459-1,Нексус,neksus,ВР,240 г/л фомесафен,гербицид,АО Фирма «Август»,1025006038958,II,III,28.12.2021,27.12.2031,Действует,0
825-05-3758-1,Нематофагин-Микопро,nematofagin-mikopro,Г,3х10⁶ спор/г штамм Arthrobotrys oligospora F-1303,нематицид,ООО Микопро,1135476142152,III,-,15.07.2022,14.07.2032,Действует,0
178-03-2666-1,Нерта,nerta,КС,500 г/л Изопротурон + 100 г/л Дифлюфеникан,гербицид,ООО «Агро Эксперт Груп»,1027708006996,III,III,24.04.2020,23.04.2030,Действует,0
085-07-2125-1,Нертус ПлантаПег,nertus-plantapeg,Ж,500 г/л Полиэтиленгликоль-1500 + 300 г/л полиэтиленгликоль-400 + 4 г/л гуминовые кислоты (калиевые соли),регулятор роста,ООО «Ярило»,1083123001500,IV,III,22.02.2019,21.02.2029,Действует,0
277-03-488-1,Никобел,nikobel,КС,40 г/л никосульфурон,гербицид,ООО «БЕЛИН»,1127747077622,III,III,24.12.2014,23.12.2024,Не действует,0
607-03-3731-1,Никос,nikos,КС,40 г/л никосульфурон,гербицид,Рейбоу Агросайенс Кфт.,,III,III,17.09.2015,16.09.2025,Не действует,0
